totCnt,hasMore,data
175495,True,"{'baseDate': '20240515', 'macAddress': 'a6346b49847eaabafe20dac7114cb24d716b4bd2c186d892b306362d6e6e1d79', 'apGroupName': '아랑조을거리', 'installLocationDetail': 'CCTV 폴 상부 서', 'category': '테마거리', 'categoryDetail': '테마거리', 'addressDong': '제주특별자치도 서귀포시 서귀동', 'addressDetail': '서귀포시 서귀동 308-10앞', 'latitude': '33.25037', 'longitude': '126.55985'}"
175495,True,"{'baseDate': '20240515', 'macAddress': '88acb22a00a3a88a01e57b90ce9b60f1e82be5d6eb8d60d38d4b3aac0a9655c8', 'apGroupName': '칠성로 쇼핑거리', 'installLocationDetail': 'CCTV pole', 'category': '테마거리', 'categoryDetail': '테마거리', 'addressDong': '제주특별자치도 제주시 일도일동', 'addressDetail': '제주시 일도일동 1340-1', 'latitude': '33.514135', 'longitude': '126.526353'}"
175495,True,"{'baseDate': '20240515', 'macAddress': 'ca6a0f4852774566f7cf3a11c747f2df1e8be4b354b298f249b16fd32ac7e0be', 'apGroupName': '탑동 테마거리', 'installLocationDetail': '탑동사거리 관광안내소 서', 'category': '테마거리', 'categoryDetail': '테마거리', 'addressDong': '제주특별자치도 제주시 삼도이동', 'addressDetail': '제주시 중앙로 20', 'latitude': '33.516884', 'longitude': '126.524963'}"
175495,True,"{'baseDate': '20240515', 'macAddress': 'edbf2e9d2b5d9b90ff11a8c82d5d541347e16d38061ec64b7d5d3b671a6a3f62', 'apGroupName': '종달리수국길', 'installLocationDetail': 'KT통신주(지미봉T)', 'category': '테마거리', 'categoryDetail': '테마거리', 'addressDong': '제주특별자치도 제주시 노형동', 'addressDetail': '제주시 구좌읍 종달리 24-1', 'latitude': '33.50615', 'longitude': '126.91261'}"
175495,True,"{'baseDate': '20240515', 'macAddress': '1c6564040b7905e3e4db849b2289f9bc2ec56b0f45c80afa4dc6fb10544fcbac', 'apGroupName': '국수문화거리', 'installLocationDetail': '주정차무인단속시스템 서', 'category': '테마거리', 'categoryDetail': '테마거리', 'addressDong': '제주특별자치도 제주시 일도이동', 'addressDetail': '제주시 삼성로 37', 'latitude': '33.505991', 'longitude': '126.529024'}"
175495,True,"{'baseDate': '20240515', 'macAddress': 'f00ef61e5facacb38aee04cf9af7c7eff82570bded417e10561e1fc0f11ddcd2', 'apGroupName': '누웨모루거리(구 바오젠거리)', 'installLocationDetail': '관광안내소 지붕(바오젠거리 공영주차빌딩 주변) 동', 'category': '테마거리', 'categoryDetail': '테마거리', 'addressDong': '제주특별자치도 제주시 연동', 'addressDetail': '제주시 연동 272-56', 'latitude': '33.488432', 'longitude': '126.490752'}"
175495,True,"{'baseDate': '20240515', 'macAddress': 'f937506bd9d94841d2916c1c45f78afbba2e523cb386024680d15e4e6a35468c', 'apGroupName': '솔동산 문화의 거리', 'installLocationDetail': '단속CCTV 폴대 북', 'category': '테마거리', 'categoryDetail': '테마거리', 'addressDong': '제주특별자치도 서귀포시 서귀동', 'addressDetail': '서귀포시 서귀동 573-11', 'latitude': '33.244293', 'longitude': '126.564289'}"
36052,True,"{'baseDate': '20240515', 'macAddress': 'e44b3dddf893a0d6126b99ac2731480439a82ad03ac8db6ccd68790e29ef7c97', 'apGroupName': '해변공연장', 'installLocationDetail': '스텝실 상부', 'category': '문화시설', 'categoryDetail': '공연장', 'addressDong': '제주특별자치도 제주시 삼도이동', 'addressDetail': '제주시 삼도이동 1262', 'latitude': '33.518228742868', 'longitude': '126.523962950518'}"
36052,True,"{'baseDate': '20240515', 'macAddress': '201ed44d2306cdee879104050f181a5da8efe7351a3679f8594d8565feced304', 'apGroupName': '기당미술관', 'installLocationDetail': '매표소홀', 'category': '문화시설', 'categoryDetail': '미술관', 'addressDong': '제주특별자치도 서귀포시 서홍동', 'addressDetail': '서귀포시 서홍동 621', 'latitude': '33.244811', 'longitude': '126.551257'}"
36052,True,"{'baseDate': '20240515', 'macAddress': '52cea454ba204e129b536bd0b3726ea9b90a537df34aba3a28cb7f51bd9fe90d', 'apGroupName': '추자도 대서리 문화공연장', 'installLocationDetail': '인근가로등 무대방향', 'category': '문화시설', 'categoryDetail': '공연장', 'addressDong': '제주특별자치도 제주시 추자면 대서리', 'addressDetail': '추자면 대서리 147-19', 'latitude': '33.962118', 'longitude': '126.294714'}"
36052,True,"{'baseDate': '20240515', 'macAddress': '1f3c56b6a873aa5f705de3f145a9dd55a9974b9034575ae937ed7ab58e9ba35b', 'apGroupName': '칠십리야외공연장', 'installLocationDetail': '화장실 옥상 cctv 폴-남서', 'category': '문화시설', 'categoryDetail': '공연장', 'addressDong': '제주특별자치도 서귀포시 서홍동', 'addressDetail': '서귀포시 서홍동 680(천지연폭포 주차장 화장실)', 'latitude': '33.242991', 'longitude': '126.559917'}"
36052,True,"{'baseDate': '20240515', 'macAddress': 'b0865ca94d2fa6cf16a74787c98c71f633cb3876de46af6b5e172b619d9eedf4', 'apGroupName': '해변공연장', 'installLocationDetail': '남자연습실 상부', 'category': '문화시설', 'categoryDetail': '공연장', 'addressDong': '제주특별자치도 제주시 삼도이동', 'addressDetail': '제주시 삼도이동 1262', 'latitude': '33.518054849251', 'longitude': '126.523875102159'}"
36052,True,"{'baseDate': '20240515', 'macAddress': '5c2c7fe3d95265c9a3eb118cd027ed50b91215b1c546a83f00a6e264fb36daa0', 'apGroupName': '서광동리마을공연장', 'installLocationDetail': '공연장조정실상부', 'category': '문화시설', 'categoryDetail': '공연장', 'addressDong': '제주특별자치도 서귀포시 안덕면 서광리', 'addressDetail': '서귀포시 안덕면 서광리 61-6(서광동로47번길19)', 'latitude': '33.288906', 'longitude': '126.330112'}"
36052,True,"{'baseDate': '20240515', 'macAddress': '9d100c67da99c9a5fe5de9b830ed7dc47003c9a9da0c6adac1e7ec8a47348699', 'apGroupName': '갤러리둘하나', 'installLocationDetail': '전시관 벽면', 'category': '문화시설', 'categoryDetail': '미술관', 'addressDong': '제주특별자치도 제주시 이도일동', 'addressDetail': '제주시 이도일동 1695-10(중앙로25길 17)', 'latitude': '33.50674', 'longitude': '126.527319'}"
36052,True,"{'baseDate': '20240515', 'macAddress': '688aa77b181d5534c180659f3c26dc5004f338bd6f18c1d3feeea16b71da3e17', 'apGroupName': '왈종미술관', 'installLocationDetail': '2층 홀', 'category': '문화시설', 'categoryDetail': '미술관', 'addressDong': '제주특별자치도 서귀포시 동홍동', 'addressDetail': '서귀포시 동홍동 281-2', 'latitude': '33.245265', 'longitude': '126.573685'}"
36052,True,"{'baseDate': '20240515', 'macAddress': 'dd8f98a55d54a3c534cb5e996ca435b4f6bbfdaa2165f7ab48aa77ed5a163864', 'apGroupName': '기당미술관', 'installLocationDetail': '휴게실', 'category': '문화시설', 'categoryDetail': '미술관', 'addressDong': '제주특별자치도 서귀포시 서홍동', 'addressDetail': '서귀포시 서홍동 621', 'latitude': '33.244811', 'longitude': '126.551257'}"
